pre,post,weight,delay,type
1_V_8_1,2_T_1_2,3,0,2
1_I_90_1,2_T_1_2,3,0,2
1_V_8_1,2_T_1_2,3,0,2
1_I_91_1,2_T_1_2,3,0,2
1_V_8_1,2_T_1_2,3,0,2
1_I_94_1,2_T_1_2,3,0,2
1_V_8_1,2_T_1_2,3,0,2
1_I_99_1,2_T_1_2,3,0,2
1_V_8_1,2_T_1_2,3,0,2
1_I_104_1,2_T_1_2,3,0,2
1_V_8_1,2_T_1_2,3,0,2
1_I_109_1,2_T_1_2,3,0,2
1_V_8_1,2_T_1_2,3,0,2
1_I_130_1,2_T_1_2,3,0,2
1_V_9_1,2_T_1_2,3,0,2
1_I_141_1,2_T_1_2,3,0,2
1_V_10_1,2_T_1_2,3,0,2
1_I_143_1,2_T_1_2,3,0,2
1_V_10_1,2_T_1_2,3,0,2
1_I_146_1,2_T_1_2,3,0,2
1_V_10_1,2_T_1_2,3,0,2
1_I_149_1,2_T_1_2,3,0,2
1_V_11_1,2_T_1_2,3,0,2
1_I_155_1,2_T_1_2,3,0,2
1_V_13_1,2_T_1_2,3,0,2
1_I_156_1,2_T_1_2,3,0,2
1_V_13_1,2_T_1_2,3,0,2
1_I_159_1,2_T_1_2,3,0,2
1_V_13_1,2_T_1_2,3,0,2
1_I_168_1,2_T_1_2,3,0,2
1_V_13_1,2_T_1_2,3,0,2
1_I_180_1,2_T_1_2,3,0,2
1_V_14_1,2_T_1_2,3,0,2
1_I_184_1,2_T_1_2,3,0,2
1_V_14_1,2_T_1_2,3,0,2
1_I_199_1,2_T_1_2,3,0,2
1_V_15_1,2_T_1_2,3,0,2
1_I_203_1,2_T_1_2,3,0,2
1_V_15_1,2_T_1_2,3,0,2
1_I_206_1,2_T_1_2,3,0,2
1_V_16_1,2_T_1_2,3,0,2
1_I_214_1,2_T_1_2,3,0,2
1_V_16_1,2_T_1_2,3,0,2
1_I_225_1,2_T_1_2,3,0,2
1_V_18_1,2_T_1_2,3,0,2
1_I_229_1,2_T_1_2,3,0,2
1_V_18_1,2_T_1_2,3,0,2
1_I_238_1,2_T_1_2,3,0,2
1_V_18_1,2_T_1_2,3,0,2
1_I_253_1,2_T_1_2,3,0,2
1_V_20_1,2_T_1_2,3,0,2
1_I_272_1,2_T_1_2,3,0,2
1_V_22_1,2_T_1_2,3,0,2
1_I_276_1,2_T_1_2,3,0,2
1_V_22_1,2_T_1_2,3,0,2
1_I_280_1,2_T_1_2,3,0,2
1_V_22_1,2_T_1_2,3,0,2
1_I_288_1,2_T_1_2,3,0,2
1_V_22_1,2_T_1_2,3,0,2
1_I_313_1,2_T_1_2,3,0,2
1_V_23_1,2_T_1_2,3,0,2
1_I_318_1,2_T_1_2,3,0,2
1_V_23_1,2_T_1_2,3,0,2
1_I_17_1,2_T_1_3,3,0,2
1_V_2_1,2_T_1_3,3,0,2
1_I_39_1,2_T_1_3,3,0,2
1_V_4_1,2_T_1_3,3,0,2
1_I_45_1,2_T_1_3,3,0,2
1_V_4_1,2_T_1_3,3,0,2
1_I_61_1,2_T_1_3,3,0,2
1_V_6_1,2_T_1_3,3,0,2
1_I_77_1,2_T_1_3,3,0,2
1_V_8_1,2_T_1_3,3,0,2
1_I_79_1,2_T_1_3,3,0,2
1_V_8_1,2_T_1_3,3,0,2
1_I_97_1,2_T_1_3,3,0,2
1_V_8_1,2_T_1_3,3,0,2
1_I_108_1,2_T_1_3,3,0,2
1_V_8_1,2_T_1_3,3,0,2
1_I_115_1,2_T_1_3,3,0,2
1_V_8_1,2_T_1_3,3,0,2
1_I_123_1,2_T_1_3,3,0,2
1_V_9_1,2_T_1_3,3,0,2
1_I_212_1,2_T_1_3,3,0,2
1_V_16_1,2_T_1_3,3,0,2
1_I_261_1,2_T_1_3,3,0,2
1_V_21_1,2_T_1_3,3,0,2
1_I_269_1,2_T_1_3,3,0,2
1_V_22_1,2_T_1_3,3,0,2
1_I_296_1,2_T_1_3,3,0,2
1_V_23_1,2_T_1_3,3,0,2
1_I_1_1,2_T_1_4,3,0,2
1_V_1_1,2_T_1_4,3,0,2
1_I_4_1,2_T_1_4,3,0,2
1_V_1_1,2_T_1_4,3,0,2
1_I_5_1,2_T_1_4,3,0,2
1_V_1_1,2_T_1_4,3,0,2
1_I_6_1,2_T_1_4,3,0,2
1_V_1_1,2_T_1_4,3,0,2
1_I_12_1,2_T_1_4,3,0,2
1_V_1_1,2_T_1_4,3,0,2
1_I_33_1,2_T_1_4,3,0,2
1_V_4_1,2_T_1_4,3,0,2
1_I_51_1,2_T_1_4,3,0,2
1_V_5_1,2_T_1_4,3,0,2
1_I_53_1,2_T_1_4,3,0,2
1_V_5_1,2_T_1_4,3,0,2
1_I_59_1,2_T_1_4,3,0,2
1_V_6_1,2_T_1_4,3,0,2
1_I_72_1,2_T_1_4,3,0,2
1_V_7_1,2_T_1_4,3,0,2
1_I_78_1,2_T_1_4,3,0,2
1_V_8_1,2_T_1_4,3,0,2
1_I_80_1,2_T_1_4,3,0,2
1_V_8_1,2_T_1_4,3,0,2
1_I_82_1,2_T_1_4,3,0,2
1_V_8_1,2_T_1_4,3,0,2
1_I_85_1,2_T_1_4,3,0,2
1_V_8_1,2_T_1_4,3,0,2
1_I_87_1,2_T_1_4,3,0,2
1_V_8_1,2_T_1_4,3,0,2
1_I_93_1,2_T_1_4,3,0,2
1_V_8_1,2_T_1_4,3,0,2
1_I_98_1,2_T_1_4,3,0,2
1_V_8_1,2_T_1_4,3,0,2
1_I_100_1,2_T_1_4,3,0,2
1_V_8_1,2_T_1_4,3,0,2
1_I_118_1,2_T_1_4,3,0,2
1_V_8_1,2_T_1_4,3,0,2
1_I_124_1,2_T_1_4,3,0,2
1_V_9_1,2_T_1_4,3,0,2
1_I_127_1,2_T_1_4,3,0,2
1_V_9_1,2_T_1_4,3,0,2
1_I_128_1,2_T_1_4,3,0,2
1_V_9_1,2_T_1_4,3,0,2
1_I_131_1,2_T_1_4,3,0,2
1_V_9_1,2_T_1_4,3,0,2
1_I_144_1,2_T_1_4,3,0,2
1_V_10_1,2_T_1_4,3,0,2
1_I_147_1,2_T_1_4,3,0,2
1_V_10_1,2_T_1_4,3,0,2
1_I_150_1,2_T_1_4,3,0,2
1_V_12_1,2_T_1_4,3,0,2
1_I_154_1,2_T_1_4,3,0,2
1_V_13_1,2_T_1_4,3,0,2
1_I_167_1,2_T_1_4,3,0,2
1_V_13_1,2_T_1_4,3,0,2
1_I_189_1,2_T_1_4,3,0,2
1_V_14_1,2_T_1_4,3,0,2
1_I_193_1,2_T_1_4,3,0,2
1_V_15_1,2_T_1_4,3,0,2
1_I_197_1,2_T_1_4,3,0,2
1_V_15_1,2_T_1_4,3,0,2
1_I_208_1,2_T_1_4,3,0,2
1_V_16_1,2_T_1_4,3,0,2
1_I_211_1,2_T_1_4,3,0,2
1_V_16_1,2_T_1_4,3,0,2
1_I_227_1,2_T_1_4,3,0,2
1_V_18_1,2_T_1_4,3,0,2
1_I_231_1,2_T_1_4,3,0,2
1_V_18_1,2_T_1_4,3,0,2
1_I_232_1,2_T_1_4,3,0,2
1_V_18_1,2_T_1_4,3,0,2
1_I_237_1,2_T_1_4,3,0,2
1_V_18_1,2_T_1_4,3,0,2
1_I_250_1,2_T_1_4,3,0,2
1_V_19_1,2_T_1_4,3,0,2
1_I_265_1,2_T_1_4,3,0,2
1_V_21_1,2_T_1_4,3,0,2
1_I_279_1,2_T_1_4,3,0,2
1_V_22_1,2_T_1_4,3,0,2
1_I_285_1,2_T_1_4,3,0,2
1_V_22_1,2_T_1_4,3,0,2
1_I_299_1,2_T_1_4,3,0,2
1_V_23_1,2_T_1_4,3,0,2
1_I_303_1,2_T_1_4,3,0,2
1_V_23_1,2_T_1_4,3,0,2
1_I_312_1,2_T_1_4,3,0,2
1_V_23_1,2_T_1_4,3,0,2
1_I_323_1,2_T_1_4,3,0,2
1_V_25_1,2_T_1_4,3,0,2
1_I_329_1,2_T_1_4,3,0,2
1_V_25_1,2_T_1_4,3,0,2
1_I_197_1,2_T_1_5,3,0,2
1_V_15_1,2_T_1_5,3,0,2
1_I_96_1,2_T_1_6,3,0,2
1_V_8_1,2_T_1_6,3,0,2
1_I_205_1,2_T_1_6,3,0,2
1_V_15_1,2_T_1_6,3,0,2
1_I_228_1,2_T_1_6,3,0,2
1_V_18_1,2_T_1_6,3,0,2
1_I_256_1,2_T_1_6,3,0,2
1_V_20_1,2_T_1_6,3,0,2
1_I_268_1,2_T_1_6,3,0,2
1_V_22_1,2_T_1_6,3,0,2
1_I_286_1,2_T_1_7,3,0,2
1_V_22_1,2_T_1_7,3,0,2
1_I_20_1,2_T_1_8,3,0,2
1_V_4_1,2_T_1_8,3,0,2
1_I_23_1,2_T_1_8,3,0,2
1_V_4_1,2_T_1_8,3,0,2
1_I_27_1,2_T_1_8,3,0,2
1_V_4_1,2_T_1_8,3,0,2
1_I_52_1,2_T_1_8,3,0,2
1_V_5_1,2_T_1_8,3,0,2
1_I_56_1,2_T_1_8,3,0,2
1_V_6_1,2_T_1_8,3,0,2
1_I_64_1,2_T_1_8,3,0,2
1_V_6_1,2_T_1_8,3,0,2
1_I_68_1,2_T_1_8,3,0,2
1_V_7_1,2_T_1_8,3,0,2
1_I_69_1,2_T_1_8,3,0,2
1_V_7_1,2_T_1_8,3,0,2
1_I_86_1,2_T_1_8,3,0,2
1_V_8_1,2_T_1_8,3,0,2
1_I_114_1,2_T_1_8,3,0,2
1_V_8_1,2_T_1_8,3,0,2
1_I_116_1,2_T_1_8,3,0,2
1_V_8_1,2_T_1_8,3,0,2
1_I_121_1,2_T_1_8,3,0,2
1_V_8_1,2_T_1_8,3,0,2
1_I_122_1,2_T_1_8,3,0,2
1_V_9_1,2_T_1_8,3,0,2
1_I_129_1,2_T_1_8,3,0,2
1_V_9_1,2_T_1_8,3,0,2
1_I_132_1,2_T_1_8,3,0,2
1_V_9_1,2_T_1_8,3,0,2
1_I_140_1,2_T_1_8,3,0,2
1_V_10_1,2_T_1_8,3,0,2
1_I_151_1,2_T_1_8,3,0,2
1_V_12_1,2_T_1_8,3,0,2
1_I_165_1,2_T_1_8,3,0,2
1_V_13_1,2_T_1_8,3,0,2
1_I_170_1,2_T_1_8,3,0,2
1_V_14_1,2_T_1_8,3,0,2
1_I_174_1,2_T_1_8,3,0,2
1_V_14_1,2_T_1_8,3,0,2
1_I_178_1,2_T_1_8,3,0,2
1_V_14_1,2_T_1_8,3,0,2
1_I_182_1,2_T_1_8,3,0,2
1_V_14_1,2_T_1_8,3,0,2
1_I_186_1,2_T_1_8,3,0,2
1_V_14_1,2_T_1_8,3,0,2
1_I_207_1,2_T_1_8,3,0,2
1_V_16_1,2_T_1_8,3,0,2
1_I_222_1,2_T_1_8,3,0,2
1_V_18_1,2_T_1_8,3,0,2
1_I_233_1,2_T_1_8,3,0,2
1_V_18_1,2_T_1_8,3,0,2
1_I_236_1,2_T_1_8,3,0,2
1_V_18_1,2_T_1_8,3,0,2
1_I_241_1,2_T_1_8,3,0,2
1_V_18_1,2_T_1_8,3,0,2
1_I_244_1,2_T_1_8,3,0,2
1_V_19_1,2_T_1_8,3,0,2
1_I_246_1,2_T_1_8,3,0,2
1_V_19_1,2_T_1_8,3,0,2
1_I_249_1,2_T_1_8,3,0,2
1_V_19_1,2_T_1_8,3,0,2
1_I_262_1,2_T_1_8,3,0,2
1_V_21_1,2_T_1_8,3,0,2
1_I_274_1,2_T_1_8,3,0,2
1_V_22_1,2_T_1_8,3,0,2
1_I_277_1,2_T_1_8,3,0,2
1_V_22_1,2_T_1_8,3,0,2
1_I_290_1,2_T_1_8,3,0,2
1_V_22_1,2_T_1_8,3,0,2
1_I_297_1,2_T_1_8,3,0,2
1_V_23_1,2_T_1_8,3,0,2
1_I_322_1,2_T_1_8,3,0,2
1_V_25_1,2_T_1_8,3,0,2
1_I_324_1,2_T_1_8,3,0,2
1_V_25_1,2_T_1_8,3,0,2
1_I_326_1,2_T_1_8,3,0,2
1_V_25_1,2_T_1_8,3,0,2
1_I_327_1,2_T_1_8,3,0,2
1_V_25_1,2_T_1_8,3,0,2
1_I_2_1,2_T_1_12,3,0,2
1_V_1_1,2_T_1_12,3,0,2
1_I_7_1,2_T_1_12,3,0,2
1_V_1_1,2_T_1_12,3,0,2
1_I_9_1,2_T_1_12,3,0,2
1_V_1_1,2_T_1_12,3,0,2
1_I_14_1,2_T_1_12,3,0,2
1_V_1_1,2_T_1_12,3,0,2
1_I_21_1,2_T_1_12,3,0,2
1_V_4_1,2_T_1_12,3,0,2
1_I_24_1,2_T_1_12,3,0,2
1_V_4_1,2_T_1_12,3,0,2
1_I_29_1,2_T_1_12,3,0,2
1_V_4_1,2_T_1_12,3,0,2
1_I_31_1,2_T_1_12,3,0,2
1_V_4_1,2_T_1_12,3,0,2
1_I_46_1,2_T_1_12,3,0,2
1_V_4_1,2_T_1_12,3,0,2
1_I_58_1,2_T_1_12,3,0,2
1_V_6_1,2_T_1_12,3,0,2
1_I_88_1,2_T_1_12,3,0,2
1_V_8_1,2_T_1_12,3,0,2
1_I_148_1,2_T_1_12,3,0,2
1_V_11_1,2_T_1_12,3,0,2
1_I_153_1,2_T_1_12,3,0,2
1_V_13_1,2_T_1_12,3,0,2
1_I_160_1,2_T_1_12,3,0,2
1_V_13_1,2_T_1_12,3,0,2
1_I_179_1,2_T_1_12,3,0,2
1_V_14_1,2_T_1_12,3,0,2
1_I_196_1,2_T_1_12,3,0,2
1_V_15_1,2_T_1_12,3,0,2
1_I_213_1,2_T_1_12,3,0,2
1_V_16_1,2_T_1_12,3,0,2
1_I_252_1,2_T_1_12,3,0,2
1_V_20_1,2_T_1_12,3,0,2
1_I_257_1,2_T_1_12,3,0,2
1_V_20_1,2_T_1_12,3,0,2
1_I_267_1,2_T_1_12,3,0,2
1_V_22_1,2_T_1_12,3,0,2
1_I_293_1,2_T_1_12,3,0,2
1_V_22_1,2_T_1_12,3,0,2
1_I_22_1,2_T_1_14,3,0,2
1_V_4_1,2_T_1_14,3,0,2
1_I_259_1,2_T_1_15,3,0,2
1_V_20_1,2_T_1_15,3,0,2
1_I_10_1,2_T_1_16,3,0,2
1_V_1_1,2_T_1_16,3,0,2
1_I_26_1,2_T_1_16,3,0,2
1_V_4_1,2_T_1_16,3,0,2
1_I_30_1,2_T_1_16,3,0,2
1_V_4_1,2_T_1_16,3,0,2
1_I_36_1,2_T_1_16,3,0,2
1_V_4_1,2_T_1_16,3,0,2
1_I_37_1,2_T_1_16,3,0,2
1_V_4_1,2_T_1_16,3,0,2
1_I_40_1,2_T_1_16,3,0,2
1_V_4_1,2_T_1_16,3,0,2
1_I_48_1,2_T_1_16,3,0,2
1_V_5_1,2_T_1_16,3,0,2
1_I_49_1,2_T_1_16,3,0,2
1_V_5_1,2_T_1_16,3,0,2
1_I_63_1,2_T_1_16,3,0,2
1_V_6_1,2_T_1_16,3,0,2
1_I_66_1,2_T_1_16,3,0,2
1_V_7_1,2_T_1_16,3,0,2
1_I_105_1,2_T_1_16,3,0,2
1_V_8_1,2_T_1_16,3,0,2
1_I_113_1,2_T_1_16,3,0,2
1_V_8_1,2_T_1_16,3,0,2
1_I_125_1,2_T_1_16,3,0,2
1_V_9_1,2_T_1_16,3,0,2
1_I_126_1,2_T_1_16,3,0,2
1_V_9_1,2_T_1_16,3,0,2
1_I_133_1,2_T_1_16,3,0,2
1_V_9_1,2_T_1_16,3,0,2
1_I_136_1,2_T_1_16,3,0,2
1_V_9_1,2_T_1_16,3,0,2
1_I_152_1,2_T_1_16,3,0,2
1_V_12_1,2_T_1_16,3,0,2
1_I_169_1,2_T_1_16,3,0,2
1_V_14_1,2_T_1_16,3,0,2
1_I_181_1,2_T_1_16,3,0,2
1_V_14_1,2_T_1_16,3,0,2
1_I_185_1,2_T_1_16,3,0,2
1_V_14_1,2_T_1_16,3,0,2
1_I_187_1,2_T_1_16,3,0,2
1_V_14_1,2_T_1_16,3,0,2
1_I_194_1,2_T_1_16,3,0,2
1_V_15_1,2_T_1_16,3,0,2
1_I_230_1,2_T_1_16,3,0,2
1_V_18_1,2_T_1_16,3,0,2
1_I_235_1,2_T_1_16,3,0,2
1_V_18_1,2_T_1_16,3,0,2
1_I_239_1,2_T_1_16,3,0,2
1_V_18_1,2_T_1_16,3,0,2
1_I_240_1,2_T_1_16,3,0,2
1_V_18_1,2_T_1_16,3,0,2
1_I_245_1,2_T_1_16,3,0,2
1_V_19_1,2_T_1_16,3,0,2
1_I_247_1,2_T_1_16,3,0,2
1_V_19_1,2_T_1_16,3,0,2
1_I_254_1,2_T_1_16,3,0,2
1_V_20_1,2_T_1_16,3,0,2
1_I_255_1,2_T_1_16,3,0,2
1_V_20_1,2_T_1_16,3,0,2
1_I_258_1,2_T_1_16,3,0,2
1_V_20_1,2_T_1_16,3,0,2
1_I_266_1,2_T_1_16,3,0,2
1_V_22_1,2_T_1_16,3,0,2
1_I_271_1,2_T_1_16,3,0,2
1_V_22_1,2_T_1_16,3,0,2
1_I_275_1,2_T_1_16,3,0,2
1_V_22_1,2_T_1_16,3,0,2
1_I_289_1,2_T_1_16,3,0,2
1_V_22_1,2_T_1_16,3,0,2
1_I_291_1,2_T_1_16,3,0,2
1_V_22_1,2_T_1_16,3,0,2
1_I_292_1,2_T_1_16,3,0,2
1_V_22_1,2_T_1_16,3,0,2
1_I_294_1,2_T_1_16,3,0,2
1_V_22_1,2_T_1_16,3,0,2
1_I_300_1,2_T_1_16,3,0,2
1_V_23_1,2_T_1_16,3,0,2
1_I_301_1,2_T_1_16,3,0,2
1_V_23_1,2_T_1_16,3,0,2
1_I_304_1,2_T_1_16,3,0,2
1_V_23_1,2_T_1_16,3,0,2
1_I_305_1,2_T_1_16,3,0,2
1_V_23_1,2_T_1_16,3,0,2
1_I_307_1,2_T_1_16,3,0,2
1_V_23_1,2_T_1_16,3,0,2
1_I_308_1,2_T_1_16,3,0,2
1_V_23_1,2_T_1_16,3,0,2
1_I_310_1,2_T_1_16,3,0,2
1_V_23_1,2_T_1_16,3,0,2
1_I_311_1,2_T_1_16,3,0,2
1_V_23_1,2_T_1_16,3,0,2
1_I_315_1,2_T_1_16,3,0,2
1_V_23_1,2_T_1_16,3,0,2
1_I_321_1,2_T_1_16,3,0,2
1_V_25_1,2_T_1_16,3,0,2
1_I_330_1,2_T_1_16,3,0,2
1_V_25_1,2_T_1_16,3,0,2
1_I_35_1,2_T_1_18,3,0,2
1_V_4_1,2_T_1_18,3,0,2
1_I_55_1,2_T_1_20,3,0,2
1_V_6_1,2_T_1_20,3,0,2
1_I_62_1,2_T_1_20,3,0,2
1_V_6_1,2_T_1_20,3,0,2
1_I_83_1,2_T_1_20,3,0,2
1_V_8_1,2_T_1_20,3,0,2
1_I_101_1,2_T_1_20,3,0,2
1_V_8_1,2_T_1_20,3,0,2
1_I_163_1,2_T_1_20,3,0,2
1_V_13_1,2_T_1_20,3,0,2
1_I_183_1,2_T_1_20,3,0,2
1_V_14_1,2_T_1_20,3,0,2
1_I_188_1,2_T_1_20,3,0,2
1_V_14_1,2_T_1_20,3,0,2
1_I_220_1,2_T_1_20,3,0,2
1_V_16_1,2_T_1_20,3,0,2
1_I_309_1,2_T_1_20,3,0,2
1_V_23_1,2_T_1_20,3,0,2
1_I_42_1,2_T_1_22,3,0,2
1_V_4_1,2_T_1_22,3,0,2
1_I_201_1,2_T_1_22,3,0,2
1_V_15_1,2_T_1_22,3,0,2
1_I_198_1,2_T_1_23,3,0,2
1_V_15_1,2_T_1_23,3,0,2
1_I_282_1,2_T_1_23,3,0,2
1_V_22_1,2_T_1_23,3,0,2
1_I_34_1,2_T_1_24,3,0,2
1_V_4_1,2_T_1_24,3,0,2
1_I_38_1,2_T_1_24,3,0,2
1_V_4_1,2_T_1_24,3,0,2
1_I_50_1,2_T_1_24,3,0,2
1_V_5_1,2_T_1_24,3,0,2
1_I_73_1,2_T_1_24,3,0,2
1_V_7_1,2_T_1_24,3,0,2
1_I_75_1,2_T_1_24,3,0,2
1_V_8_1,2_T_1_24,3,0,2
1_I_84_1,2_T_1_24,3,0,2
1_V_8_1,2_T_1_24,3,0,2
1_I_95_1,2_T_1_24,3,0,2
1_V_8_1,2_T_1_24,3,0,2
1_I_106_1,2_T_1_24,3,0,2
1_V_8_1,2_T_1_24,3,0,2
1_I_107_1,2_T_1_24,3,0,2
1_V_8_1,2_T_1_24,3,0,2
1_I_110_1,2_T_1_24,3,0,2
1_V_8_1,2_T_1_24,3,0,2
1_I_111_1,2_T_1_24,3,0,2
1_V_8_1,2_T_1_24,3,0,2
1_I_138_1,2_T_1_24,3,0,2
1_V_9_1,2_T_1_24,3,0,2
1_I_158_1,2_T_1_24,3,0,2
1_V_13_1,2_T_1_24,3,0,2
1_I_164_1,2_T_1_24,3,0,2
1_V_13_1,2_T_1_24,3,0,2
1_I_166_1,2_T_1_24,3,0,2
1_V_13_1,2_T_1_24,3,0,2
1_I_171_1,2_T_1_24,3,0,2
1_V_14_1,2_T_1_24,3,0,2
1_I_190_1,2_T_1_24,3,0,2
1_V_15_1,2_T_1_24,3,0,2
1_I_198_1,2_T_1_24,3,0,2
1_V_15_1,2_T_1_24,3,0,2
1_I_219_1,2_T_1_24,3,0,2
1_V_16_1,2_T_1_24,3,0,2
1_I_224_1,2_T_1_24,3,0,2
1_V_18_1,2_T_1_24,3,0,2
1_I_226_1,2_T_1_24,3,0,2
1_V_18_1,2_T_1_24,3,0,2
1_I_270_1,2_T_1_24,3,0,2
1_V_22_1,2_T_1_24,3,0,2
1_I_278_1,2_T_1_24,3,0,2
1_V_22_1,2_T_1_24,3,0,2
1_I_282_1,2_T_1_24,3,0,2
1_V_22_1,2_T_1_24,3,0,2
1_I_287_1,2_T_1_24,3,0,2
1_V_22_1,2_T_1_24,3,0,2
1_I_295_1,2_T_1_24,3,0,2
1_V_23_1,2_T_1_24,3,0,2
1_I_316_1,2_T_1_24,3,0,2
1_V_23_1,2_T_1_24,3,0,2
1_I_320_1,2_T_1_24,3,0,2
1_V_25_1,2_T_1_24,3,0,2
1_I_325_1,2_T_1_24,3,0,2
1_V_25_1,2_T_1_24,3,0,2
1_I_112_1,2_T_1_28,3,0,2
1_V_8_1,2_T_1_28,3,0,2
1_I_218_1,2_T_1_28,3,0,2
1_V_16_1,2_T_1_28,3,0,2
1_I_317_1,2_T_1_28,3,0,2
1_V_23_1,2_T_1_28,3,0,2
1_I_202_1,2_T_1_30,3,0,2
1_V_15_1,2_T_1_30,3,0,2
1_I_204_1,2_T_1_31,3,0,2
1_V_15_1,2_T_1_31,3,0,2
1_I_32_1,2_T_1_32,3,0,2
1_V_4_1,2_T_1_32,3,0,2
1_I_44_1,2_T_1_32,3,0,2
1_V_4_1,2_T_1_32,3,0,2
1_I_54_1,2_T_1_32,3,0,2
1_V_5_1,2_T_1_32,3,0,2
1_I_71_1,2_T_1_32,3,0,2
1_V_7_1,2_T_1_32,3,0,2
1_I_89_1,2_T_1_32,3,0,2
1_V_8_1,2_T_1_32,3,0,2
1_I_92_1,2_T_1_32,3,0,2
1_V_8_1,2_T_1_32,3,0,2
1_I_119_1,2_T_1_32,3,0,2
1_V_8_1,2_T_1_32,3,0,2
1_I_134_1,2_T_1_32,3,0,2
1_V_9_1,2_T_1_32,3,0,2
1_I_137_1,2_T_1_32,3,0,2
1_V_9_1,2_T_1_32,3,0,2
1_I_142_1,2_T_1_32,3,0,2
1_V_10_1,2_T_1_32,3,0,2
1_I_172_1,2_T_1_32,3,0,2
1_V_14_1,2_T_1_32,3,0,2
1_I_173_1,2_T_1_32,3,0,2
1_V_14_1,2_T_1_32,3,0,2
1_I_175_1,2_T_1_32,3,0,2
1_V_14_1,2_T_1_32,3,0,2
1_I_176_1,2_T_1_32,3,0,2
1_V_14_1,2_T_1_32,3,0,2
1_I_209_1,2_T_1_32,3,0,2
1_V_16_1,2_T_1_32,3,0,2
1_I_242_1,2_T_1_32,3,0,2
1_V_18_1,2_T_1_32,3,0,2
1_I_281_1,2_T_1_32,3,0,2
1_V_22_1,2_T_1_32,3,0,2
1_I_283_1,2_T_1_32,3,0,2
1_V_22_1,2_T_1_32,3,0,2
1_I_284_1,2_T_1_32,3,0,2
1_V_22_1,2_T_1_32,3,0,2
1_I_298_1,2_T_1_32,3,0,2
1_V_23_1,2_T_1_32,3,0,2
1_I_102_1,2_T_1_33,3,0,2
1_V_8_1,2_T_1_33,3,0,2
1_I_328_1,2_T_1_34,3,0,2
1_V_25_1,2_T_1_34,3,0,2
1_I_328_1,2_T_1_35,3,0,2
1_V_25_1,2_T_1_35,3,0,2
1_I_19_1,2_T_1_36,3,0,2
1_V_4_1,2_T_1_36,3,0,2
1_I_60_1,2_T_1_36,3,0,2
1_V_6_1,2_T_1_36,3,0,2
1_I_177_1,2_T_1_36,3,0,2
1_V_14_1,2_T_1_36,3,0,2
1_I_234_1,2_T_1_36,3,0,2
1_V_18_1,2_T_1_36,3,0,2
1_I_161_1,2_T_1_40,3,0,2
1_V_13_1,2_T_1_40,3,0,2
1_I_200_1,2_T_1_40,3,0,2
1_V_15_1,2_T_1_40,3,0,2
1_I_217_1,2_T_1_40,3,0,2
1_V_16_1,2_T_1_40,3,0,2
1_I_76_1,2_T_1_48,3,0,2
1_V_8_1,2_T_1_48,3,0,2
1_I_210_1,2_T_1_48,3,0,2
1_V_16_1,2_T_1_48,3,0,2
1_I_314_1,2_T_1_48,3,0,2
1_V_23_1,2_T_1_48,3,0,2
1_I_8_1,2_T_1_60,3,0,2
1_V_1_1,2_T_1_60,3,0,2
1_I_192_1,2_T_1_63,3,0,2
1_V_15_1,2_T_1_63,3,0,2
1_I_248_1,2_T_1_63,3,0,2
1_V_19_1,2_T_1_63,3,0,2
1_I_103_1,2_T_1_64,3,0,2
1_V_8_1,2_T_1_64,3,0,2
1_I_117_1,2_T_1_64,3,0,2
1_V_8_1,2_T_1_64,3,0,2
1_I_263_1,2_T_1_64,3,0,2
1_V_21_1,2_T_1_64,3,0,2
1_I_264_1,2_T_1_64,3,0,2
1_V_21_1,2_T_1_64,3,0,2
1_I_331_1,2_T_1_64,3,0,2
1_V_25_1,2_T_1_64,3,0,2
2_T_1_1,2_T_2_1,134.1546905,1,1
2_T_1_3,2_T_2_1,53.66187619,1,1
2_T_1_4,2_T_2_1,26.83093809,1,1
2_T_1_6,2_T_2_1,26.83093809,1,1
2_T_1_7,2_T_2_1,26.83093809,1,1
2_T_1_8,2_T_2_1,80.49281428,1,1
2_T_1_16,2_T_2_1,80.49281428,1,1
2_T_1_20,2_T_2_1,53.66187619,1,1
2_T_1_22,2_T_2_1,26.83093809,1,1
2_T_1_28,2_T_2_1,26.83093809,1,1
2_T_1_31,2_T_2_1,26.83093809,1,1
2_T_1_32,2_T_2_1,53.66187619,1,1
2_T_1_33,2_T_2_1,26.83093809,1,1
2_T_1_63,2_T_2_1,53.66187619,1,1
1_I_12_1,2_T_2_1,3,0,2
1_V_1_1,2_T_2_1,3,0,2
1_I_25_1,2_T_2_1,3,0,2
1_V_4_1,2_T_2_1,3,0,2
1_I_32_1,2_T_2_1,3,0,2
1_V_4_1,2_T_2_1,3,0,2
1_I_45_1,2_T_2_1,3,0,2
1_V_4_1,2_T_2_1,3,0,2
1_I_56_1,2_T_2_1,3,0,2
1_V_6_1,2_T_2_1,3,0,2
1_I_74_1,2_T_2_1,3,0,2
1_V_8_1,2_T_2_1,3,0,2
1_I_77_1,2_T_2_1,3,0,2
1_V_8_1,2_T_2_1,3,0,2
1_I_102_1,2_T_2_1,3,0,2
1_V_8_1,2_T_2_1,3,0,2
1_I_121_1,2_T_2_1,3,0,2
1_V_8_1,2_T_2_1,3,0,2
1_I_133_1,2_T_2_1,3,0,2
1_V_9_1,2_T_2_1,3,0,2
